ID,Customer_Id,Invoice_Id,Job_Id,Type,Date,Amount,Taxable,Void,Reference
104112,33520,13916,,INV,2002-01-14 00:00:00,92.37,True,False,
104113,33520,67551,,INV,2002-01-25 00:00:00,659.43,True,False,
104114,34820,13928,,INV,2002-01-17 00:00:00,370.41,True,False,
104115,40020,60975,,INV,2002-01-07 00:00:00,6.5,False,False,
104116,41520,60962,,INV,2001-12-31 00:00:00,65,True,False,
104117,33020,13898,,INV,2002-01-03 00:00:00,37.84,True,False,
104118,33520,60892,,INV,2002-01-03 00:00:00,133.03,True,False,
104119,43520,67171,,INV,2002-01-14 00:00:00,5.01,True,False,
104120,17821,67094,,INV,2002-01-10 00:00:00,50.05,False,False,
104121,51521,60974,,INV,2002-01-07 00:00:00,280.22,True,False,
104122,56021,13894,,INV,2002-01-03 00:00:00,56.81,True,False,
104123,67021,60904,,INV,2002-01-03 00:00:00,54.06,True,False,
104124,42517,13940,,INV,2002-01-21 00:00:00,74.07,True,False,
104125,42517,67474,,INV,2002-01-23 00:00:00,31.6,True,False,
104126,42517,67539,,INV,2002-01-25 00:00:00,354.46,True,False,
104127,51017,67021,,INV,2002-01-09 00:00:00,44.52,True,False,
104128,51017,67161,,INV,2002-01-14 00:00:00,6039.66,False,False,
104129,72508,,,PMT,2002-02-08 00:00:00,84.91,False,False,
104130,73108,,,PMT,2002-01-29 00:00:00,120.47,False,False,
104131,35110,,,PMT,2002-02-08 00:00:00,41.6,False,False,
104132,71010,,,PMT,2002-02-05 00:00:00,208.36,False,False,
104133,71010,,,PMT,2002-02-05 00:00:00,381.88,False,False,
104134,71010,,,PMT,2002-02-05 00:00:00,919.35,False,False,
104135,73510,,,PMT,2002-01-30 00:00:00,157.39,False,False,
104136,11011,,,PMT,2002-02-11 00:00:00,200,False,False,
