ledger_id,customer_id,statement_date,ledger_date,amount,type_id,reference,ledger_order
10888,40004,4/1/2014,3/13/2014,9220.35,1,culver lk,2786
10889,66117,4/1/2014,3/14/2014,24.63,1,weldon rd,2787
10892,28503,4/1/2014,3/14/2014,113.49,1,,2791
10893,12523,4/1/2014,3/14/2014,50.78,1,,2792
10896,25408,4/1/2014,3/14/2014,364.76,1,,2795
10899,66117,4/1/2014,3/14/2014,57.2,1,weldon rd,2799
10900,16012,4/1/2014,3/14/2014,88.37,1,green rd,2800
10904,11411,4/1/2014,3/14/2014,204.71,1,collapse,2802
10911,20720,4/1/2014,3/17/2014,802.5,1,hrb man,2809
10913,20720,4/1/2014,3/17/2014,409.38,1,hrb man,2811
10914,25123,4/1/2014,3/15/2014,1405.71,1,,2813
10917,28403,4/1/2014,3/17/2014,203.73,1,,2816
10918,28503,4/1/2014,3/17/2014,353.1,1,,2817
10920,7521,4/1/2014,3/17/2014,247.53,1,,2818
10923,40115,4/1/2014,3/17/2014,15.41,1,,2822
10927,68008,4/1/2014,3/11/2014,160.5,1,,2826
10928,13011,4/1/2014,3/17/2014,1326.4,1,,2827
10930,52021,4/1/2014,3/17/2014,463.45,2,,2829
10932,40004,4/1/2014,3/18/2014,217.47,1,Payne,2831
10933,66117,4/1/2014,3/18/2014,94.11,1,,2832
10936,10016,4/1/2014,3/18/2014,11.24,1,perhack,2835
10937,13011,4/1/2014,3/18/2014,1793.91,1,,2836
10938,2116,4/1/2014,3/18/2014,257.02,1,LHYC,2837
10938,11411,4/1/2014,3/11/2014,63.67,1,,2838
10940,40004,4/1/2014,3/10/2014,251.77,1,culver lk,2841
10941,35110,4/1/2014,3/18/2014,21.62,2,g,2842
10944,2116,4/1/2014,3/18/2014,169.22,1,LHYC,2846
10945,46017,4/1/2014,3/18/2014,77.33,1,garbaz,2848
10949,37004,4/1/2014,3/18/2014,22.08,1,,2853
10953,52021,4/1/2014,3/18/2014,40,2,,2856
10954,50023,4/1/2014,3/19/2014,15.59,1,,2857
10955,70006,4/1/2014,3/19/2014,337.8,1,,2858
10958,67503,4/1/2014,3/19/2014,6.58,1,,2860
10960,2116,4/1/2014,3/19/2014,165.8,1,LHYC,2862
10961,28503,4/1/2014,3/19/2014,54.94,1,,2865
10963,16012,4/1/2014,3/19/2014,142.47,1,weldon,2867
10964,62519,4/1/2014,3/19/2014,931,2,n arlngB,2869
10970,11803,4/1/2014,3/20/2014,-161.9,3,w,2875
10972,67017,4/1/2014,3/20/2014,10.89,1,,2878
10973,12523,4/1/2014,3/20/2014,58.57,1,,2879
10974,67503,4/1/2014,3/20/2014,293.72,1,,2880
10975,2116,4/1/2014,3/20/2014,121.78,1,,2881
10977,35110,4/1/2014,3/20/2014,30,2,g,2884
10988,28503,4/1/2014,3/21/2014,80.52,1,,2892
10991,67703,4/1/2014,3/21/2014,79.39,1,,2893
10998,40004,4/1/2014,3/21/2014,192.6,1,,2902
11,30004,4/1/2014,3/31/2014,9.81,5,,2948
11002,52007,4/1/2014,3/21/2014,-2000,3,,2982
11006,13103,4/1/2014,3/22/2014,13.38,1,,2985
11008,52021,4/1/2014,3/22/2014,30,2,,2986
11012,40004,4/1/2014,3/25/2014,6722.86,1,culver lk,2987
11014,67008,4/1/2014,4/24/2014,-100.55,3,,2989
11016,52021,4/1/2014,3/19/2014,-32.85,2,,2991
11019,28503,4/1/2014,3/24/2014,46.23,1,,2995
11020,11803,4/1/2014,3/24/2014,330.6,2,142694v,2996
11021,11420,4/1/2014,3/24/2014,-901.37,3,,2997
11022,19714,4/1/2014,3/24/2014,-94.16,3,,2999
11024,66117,4/1/2014,3/24/2014,179.23,1,,3001
11025,30915,4/1/2014,3/24/2014,94.53,1,,3003
11028,2205,4/1/2014,3/25/2014,-3570.31,3,,3005
11030,16012,4/1/2014,3/25/2014,91.49,1,weldon,3007
11031,12523,4/1/2014,3/25/2014,56.18,1,,3009
11034,34005,4/1/2014,3/25/2014,158.36,1,,3012
11044,40004,4/1/2014,3/25/2014,-200,1,credit,3027
11056,95024,4/1/2014,3/26/2014,21.4,1,,3035
11058,73024,4/1/2014,3/26/2014,2796.12,1,,3039
11061,40004,4/1/2014,3/26/2014,-19801.64,3,,3044
11062,73024,4/1/2014,3/26/2014,-2796.12,3,,3046
11071,84502,4/1/2014,3/26/2014,-267.27,3,,3055
11077,73510,4/1/2014,3/27/2014,-253.59,3,,3063
11098,2116,4/1/2014,3/28/2014,983.22,1,LHYC,3088
11102,80019,4/1/2014,3/28/2014,-465.45,3,,3091
11110,37004,4/1/2014,3/28/2014,-200,3,,3095
11126,8502,4/1/2014,3/14/2014,-76.94,3,,3106
11134,95024,4/1/2014,4/1/2014,-149,3,,3113
11142,68008,4/1/2014,4/1/2014,-160.5,3,,3123
11148,90207,4/1/2014,4/1/2014,-21.4,3,,3130
11153,11011,4/1/2014,4/1/2014,-421.13,3,,3136
12017,78521,4/1/2014,3/19/2014,-20.88,3,,4187
34,21515,4/1/2014,3/31/2014,11.39,5,,30496
36296,25408,4/1/2014,3/11/2014,4973.8,1,,32938
36297,33520,4/1/2014,3/11/2014,1883.2,1,,32939
36298,21020,4/1/2014,3/12/2014,47.57,1,,32940
36299,20720,4/1/2014,3/17/2014,25098.1,1,hrb man,32943
36303,40004,4/1/2014,3/28/2014,1380.3,1,culver lk,32950
48,46503,4/1/2014,3/31/2014,134.66,5,,45369
90314,47003,4/1/2014,3/12/2013,-110,3,,76357
94644,30004,4/1/2014,11/6/2013,653.77,1,,80619
10281,11411,3/1/2014,1/28/2014,509.32,1,,2090
10283,10016,3/1/2014,1/27/2014,32.1,1,perhacks,2094
10288,27912,3/1/2014,1/27/2014,41.62,1,,2098
10291,10016,3/1/2014,1/27/2014,469.2,1,kasper,2103
10303,66117,3/1/2014,1/28/2014,340.6,1,,2114
10319,22516,3/1/2014,1/29/2014,34.78,1,,2131
10326,16012,3/1/2014,1/29/2014,98.55,1,,2140
10338,21811,3/1/2014,1/30/2014,330.03,1,,2154
10340,2116,3/1/2014,1/30/2014,319.89,1,ortley,2155
10341,20010,3/1/2014,1/30/2014,19.77,1,,2157
10353,14514,3/1/2014,1/30/2014,48.42,1,,2176
10361,16012,3/1/2014,1/31/2014,131.02,1,,2188
10370,10016,3/1/2014,1/31/2014,198.91,1,,2196
10375,27912,3/1/2014,1/31/2014,225.4,1,,2202
10376,16012,3/1/2014,1/31/2014,188.69,1,,2203
10381,13011,3/1/2014,1/31/2014,77.51,1,,2206
10384,21811,3/1/2014,2/1/2014,97.01,1,,2210
10421,16012,3/1/2014,2/6/2014,311.91,1,,2256
10436,19714,3/1/2014,2/4/2014,94.16,1,,2271
10448,13011,3/1/2014,2/7/2014,342.4,1,,2283
10477,71010,3/1/2014,2/10/2014,257.31,1,,2317
10488,73510,3/1/2014,2/11/2014,120.39,1,marshall,2325
10492,15014,3/1/2014,2/11/2014,902.32,1,,2328
10502,16012,3/1/2014,2/12/2014,102.4,1,,2340
10518,16012,3/1/2014,2/12/2014,161,1,,2354
10527,21811,3/1/2014,2/14/2014,-47.38,3,,2367
10534,90008,3/1/2014,2/17/2014,-36.85,3,,2377
10539,11411,3/1/2014,2/11/2014,161.57,1,,2379
10540,66117,3/1/2014,2/17/2014,84.83,1,,2381
10541,12512,3/1/2014,2/17/2014,46.55,1,,2383
10558,2116,3/1/2014,2/14/2014,136.32,1,oakdale,2397
10560,10016,3/1/2014,2/12/2014,-373.84,3,,2401
10563,21811,3/1/2014,2/19/2014,16,1,,2402
10564,40004,3/1/2014,2/19/2014,374.8,1,culver lak,2403
10570,88501,3/1/2014,2/19/2014,46.28,1,,2413
10571,2116,3/1/2014,2/13/2014,-15000,3,,2414
10572,11411,3/1/2014,2/19/2014,39.04,1,,2416
10573,21811,3/1/2014,2/19/2014,21.77,1,,2418
10583,73510,3/1/2014,2/19/2014,29.53,1,marshall,2433
10588,2116,3/1/2014,2/20/2014,322.45,1," """,2438
10602,2116,3/1/2014,2/21/2014,5506.22,1,ortley,2449
10611,2116,3/1/2014,2/21/2014,298.85,1," """,2458
10617,46017,3/1/2014,2/21/2014,225.89,2,firehs,2465
10619,11411,3/1/2014,2/21/2014,-5719.03,3,,2467
10622,24014,3/1/2014,2/21/2014,-150,3,,2474
10628,16012,3/1/2014,2/22/2014,33.71,1,,2479
10631,16012,3/1/2014,2/24/2014,87.47,1,,2485
10634,15014,3/1/2014,2/17/2014,828.18,1,,2488
10635,46017,3/1/2014,2/24/2014,543.44,2,firehs,2489
10641,62519,3/1/2014,2/24/2014,78.71,1,,2496
10645,62519,3/1/2014,2/24/2014,71.69,1,,2501
10658,13011,3/1/2014,2/25/2014,-268.09,3,,2511
10659,40115,3/1/2014,2/18/2014,-46.1,3,,2513
10661,20010,3/1/2014,2/12/2014,-308.17,3,,2518
10673,60019,3/1/2014,2/26/2014,-300,3,cash,2538
14,24014,3/1/2014,2/28/2014,30,5,,6454
33,21515,3/1/2014,2/28/2014,11.22,5,,29431
36291,40004,3/1/2014,2/10/2014,5120.52,1,culvers lk,32931
36295,46017,3/1/2014,2/21/2014,8562.86,2,firehs,32936
95386,22516,3/1/2014,12/21/2013,198.39,1,,81471
*10543,93007,3/1/2014,2/17/2014,-0.65,4,,102
10317,2205,3/1/2014,1/29/2014,-63.75,1,home,2130
10380,90207,3/1/2014,1/31/2014,21.4,1,,2205
10525,25208,3/1/2014,2/13/2014,352.03,1,,2363
10543,93007,3/1/2014,2/17/2014,-466,3,,2385
10555,93007,3/1/2014,2/18/2014,154.88,1,,2394
10632,2205,3/1/2014,2/24/2014,117.77,1,,2486
10429,72108,3/1/2014,2/6/2014,502.72,2,,2266
10526,72108,3/1/2014,2/14/2014,-140.18,3,,2366
*10366,13103,3/1/2014,1/31/2014,-1000,3,,99
10287,40004,3/1/2014,1/27/2014,28.12,1,culver lak,2097
10315,70006,3/1/2014,1/28/2014,97.64,1,,2127
10334,40004,3/1/2014,1/30/2014,708.83,1,porter,2149
10335,40004,3/1/2014,1/30/2014,133.36,1,home,2151
10343,40004,3/1/2014,1/30/2014,35.3,1,golf view,2160
10366,13103,3/1/2014,1/31/2014,2621.56,1,,2193
10369,38004,3/1/2014,1/31/2014,269.64,1,,2195
10407,40004,3/1/2014,2/3/2014,105.93,1,,2238
10409,38004,3/1/2014,1/29/2014,87.02,1,,2241
10420,38004,3/1/2014,2/6/2014,25.47,1,,2255
10451,37004,3/1/2014,2/7/2014,8.82,1,,2289
10465,40004,3/1/2014,2/10/2014,525.05,1,culver lak,2301
10468,13103,3/1/2014,2/10/2014,251.79,1,,2305
10482,40004,3/1/2014,2/10/2014,112.35,1,,2320
10490,13103,3/1/2014,2/11/2014,8.56,1,,2326
10503,20703,3/1/2014,2/12/2014,9.58,3,,2342
10509,40004,3/1/2014,2/12/2014,187.25,1,culver lak,2347
10513,38004,3/1/2014,2/12/2014,416.82,1,,2351
10533,20103,3/1/2014,2/17/2014,27.34,1,,2375
10559,40004,3/1/2014,2/18/2014,-2580.52,3,,2400
10565,40004,3/1/2014,2/19/2014,121.98,1,paynes,2404
10566,40004,3/1/2014,2/19/2014,6606.21,2,culver lak,2407
10580,13103,3/1/2014,2/19/2014,158.12,1,,2428
10589,34005,3/1/2014,2/20/2014,-171.2,3,,2439
10600,37004,3/1/2014,2/20/2014,84.74,1,,2447
10607,38004,3/1/2014,2/20/2014,42.8,1,,2453
10630,37004,3/1/2014,2/22/2014,85.41,1,,2482
10639,13103,3/1/2014,2/24/2014,138.08,1,,2493
10644,40004,3/1/2014,2/24/2014,5741.94,1,culvers la,2498
10650,80506,3/1/2014,2/25/2014,13.85,1,,2505
10679,20103,3/1/2014,2/26/2014,-529.65,3,,2543
10290,28503,3/1/2014,1/27/2014,101.85,1,,2101
10292,28503,3/1/2014,1/27/2014,410.88,1,,2106
10294,90202,3/1/2014,1/27/2014,62.8,1,,2109
10306,11803,3/1/2014,1/28/2014,153.5,2,142212s,2117
10310,90202,3/1/2014,1/28/2014,52.43,1,,2123
10362,28503,3/1/2014,1/31/2014,470.53,1,,2189
10372,90202,3/1/2014,1/31/2014,151.55,1,,2199
10440,90202,3/1/2014,2/7/2014,728.23,1,,2275
10450,90202,3/1/2014,2/7/2014,615.25,1,,2287
10469,28503,3/1/2014,2/10/2014,396.49,1,,2307
10524,11803,3/1/2014,2/13/2014,-204.6,3,r,2361
10528,28503,3/1/2014,2/14/2014,80.3,1,,2368
10576,90202,3/1/2014,2/19/2014,68.48,1,,2424
10577,90202,3/1/2014,2/19/2014,194.74,1,,2425
10592,67503,3/1/2014,2/20/2014,-1701.81,3,,2442
10595,28503,3/1/2014,2/20/2014,146.91,1,,2445
10613,28503,3/1/2014,2/21/2014,20.87,1,,2462
10620,28503,3/1/2014,2/21/2014,-754.17,3,C-#5645,2469
10621,28703,3/1/2014,2/21/2014,-569.57,3,,2471
10651,28503,3/1/2014,2/25/2014,990.99,1,,2506
10660,28503,3/1/2014,2/25/2014,-41.73,3,D,2516
10663,28503,3/1/2014,2/25/2014,23.04,1,,2522
10557,8502,3/1/2014,2/18/2014,50.94,1,,2396
10652,8502,3/1/2014,2/25/2014,26,1,,2507
10676,89502,3/1/2014,2/19/2014,-962.5,3,,2541
10452,16101,3/1/2014,2/7/2014,-144.45,3,,2290
10464,8502,3/1/2014,2/8/2014,-238.89,3,,2300
10474,42010,3/1/2014,2/7/2014,-116.04,3,,2314
10475,85002,3/1/2014,2/10/2014,-63.58,3,,2315
10478,88302,3/1/2014,2/10/2014,-84.37,3,,2319
10495,28403,3/1/2014,2/11/2014,-65,3,,2332
10499,2205,3/1/2014,2/11/2014,-2278.67,3,jan stmnt,2337
10282,35024,3/1/2014,1/27/2014,484.74,1,,2092
10307,21020,3/1/2014,1/28/2014,-89.29,1,,2118
10441,37524,3/1/2014,2/7/2014,325,2,,2277
10442,21020,3/1/2014,2/7/2014,820.69,1,pt. vw pl,2278
10447,21020,3/1/2014,2/7/2014,686.43,1,happer,2282
10612,26024,3/1/2014,2/21/2014,-1000,3,,2460
10664,21020,3/1/2014,2/18/2014,2278.11,1,reynolds,2523
10706,21020,3/1/2014,2/28/2014,2087.57,1,happer,2579
10183,80506,3/1/2014,1/17/2014,110.45,1,,1987
10284,80506,3/1/2014,1/27/2014,627.93,1,,2095
10304,80506,3/1/2014,1/28/2014,102.72,1,,2115
10324,80506,3/1/2014,1/29/2014,1093.33,1,,2138
10352,80506,3/1/2014,1/30/2014,60.16,1,,2175
10359,80506,3/1/2014,1/31/2014,478.89,1,,2185
10403,80506,3/1/2014,2/4/2014,4088.34,1,,2234
10453,80506,3/1/2014,2/7/2014,58.42,1,,2291
10519,80506,3/1/2014,2/11/2014,0,1,void,2356
10556,80506,3/1/2014,2/18/2014,895.13,1,,2395
10582,80506,3/1/2014,2/19/2014,-1199.88,1,,2431
10590,80506,3/1/2014,2/20/2014,8495.46,1,,2440
10332,67021,3/1/2014,1/30/2014,819.62,1,,2146
10336,50023,3/1/2014,1/30/2014,94.16,1,,2152
10356,12523,3/1/2014,1/31/2014,20.82,1,,2179
10418,12523,3/1/2014,2/6/2014,177.34,1,,2252
10501,12523,3/1/2014,2/12/2014,20.28,1,,2339
10507,12523,3/1/2014,2/12/2014,211.86,1,,2344
10508,25123,3/1/2014,2/12/2014,56.71,1,,2345
10510,39021,3/1/2014,2/12/2014,11.98,1,,2348
10550,12523,3/1/2014,2/18/2014,89.88,1,,2390
10551,12523,3/1/2014,2/12/2014,41.09,1,,2391
10567,7521,3/1/2014,2/19/2014,-238.77,3,,2408
10569,7521,3/1/2014,2/19/2014,20.6,1,,2411
10575,12523,3/1/2014,2/19/2014,134.11,1,,2421
10578,50023,3/1/2014,2/12/2014,279.06,1,,2426
10608,33520,3/1/2014,2/20/2014,180.83,1,landing,2455
10640,33520,3/1/2014,2/24/2014,1558.99,1,harding rd,2494
10346,28703,3/1/2014,1/30/2014,-552.8,3,A,2164
10348,28503,3/1/2014,1/30/2014,-103.51,3,,2168
10427,25001,3/1/2014,2/6/2014,-100,3,,2262
*10426,21020,3/1/2014,2/6/2014,-55.39,4,,100
*10466,20720,3/1/2014,2/8/2014,-12548.95,3,,101
1,28003,3/1/2014,2/5/2014,-847.02,3,,1561
1,47003,3/1/2014,2/28/2013,3.14,5,,1603
10305,11420,3/1/2014,1/28/2014,208.12,1,,2116
10329,90207,3/1/2014,1/29/2014,-2419.39,3,,2144
10346,28403,3/1/2014,1/30/2014,-742,3,,2163
10347,80019,3/1/2014,1/30/2014,-1081.77,3,,2167
10349,27912,3/1/2014,1/30/2014,-900,3,,2171
10350,20512,3/1/2014,1/30/2014,-387.5,3,,2172
10351,75024,3/1/2014,1/30/2014,-69.92,3,,2173
10357,2501,3/1/2014,1/31/2014,55.92,1,raccoon,2181
10358,11420,3/1/2014,1/31/2014,104.65,1,,2182
10382,2501,3/1/2014,2/1/2014,32.76,1,,2208
10387,18514,3/1/2014,2/1/2014,-605.62,3,,2213
10390,13514,3/1/2014,2/3/2014,-65.81,3,,2216
10391,11420,3/1/2014,2/6/2014,-3425.42,3,,2218
10392,11011,3/1/2014,2/3/2014,-196.88,3,,2220
10393,39021,3/1/2014,2/3/2014,-12.9,3,,2222
10394,15804,3/1/2014,2/3/2014,-346.34,3,,2224
10398,15101,3/1/2014,2/4/2014,69.34,1,,2226
10399,70006,3/1/2014,2/4/2014,-7000,3,,2228
10401,21011,3/1/2014,2/4/2014,-11.81,3,,2229
10402,67703,3/1/2014,2/4/2014,-156,3,,2232
10413,38004,3/1/2014,2/5/2014,-79.98,3,,2245
10414,20703,3/1/2014,2/5/2014,-37.66,3,,2246
10417,11803,3/1/2014,2/6/2014,-219.5,3,t,2250
10422,16012,3/1/2014,2/6/2014,-1000,3,,2257
10425,41520,3/1/2014,2/6/2014,-489.1,3,,2259
10426,21020,3/1/2014,2/6/2014,-2598.33,3,,2260
10428,52007,3/1/2014,2/6/2014,-2000,3,,2264
10435,18520,3/1/2014,2/6/2014,-227.91,3,,2269
10449,37004,3/1/2014,2/7/2014,-600,3,,2285
10458,2501,3/1/2014,2/8/2014,5.2,1,,2296
10463,66117,3/1/2014,2/8/2014,-205.89,3,,2299
10466,20720,3/1/2014,2/8/2014,-27609.21,3,dep TT,2302
10470,28424,3/1/2014,2/10/2014,-89.51,3,,2309
10514,72008,3/1/2014,2/12/2014,84,2,high sch G,2353
10526,72008,3/1/2014,2/14/2014,-106.34,3,,2365
10531,89502,3/1/2014,2/15/2014,-1732.76,1,95285,2372
10532,89502,3/1/2014,2/15/2014,-155,1,95285,2374
10554,13103,3/1/2014,2/18/2014,-724.59,3,2-1 STMNT,2393
10614,7502,3/1/2014,2/21/2014,19.15,1,,2463
10625,11803,3/1/2014,2/20/2014,-153.5,3,s,2477
10646,11420,3/1/2014,2/24/2014,588.6,1,,2502
10662,13103,3/1/2014,2/25/2014,3.21,1,,2520
10671,70006,3/1/2014,2/25/2014,-860.37,3,,2534
10683,12120,3/1/2014,2/26/2014,-136.46,3,,2550
10703,10016,3/1/2014,2/28/2014,2186.32,1,,2577
36290,88501,3/1/2014,1/30/2014,270.66,1,,32929
36294,46017,3/1/2014,2/21/2014,0,2,contiued,32935
10010,73510,2/1/2014,1/6/2014,-263.22,1,,1780
10028,11411,2/1/2014,1/7/2014,181.9,1,,1804
10050,21811,2/1/2014,1/8/2014,47.38,1,,1829
10061,11411,2/1/2014,1/9/2014,21.51,1,,1837
10078,11011,2/1/2014,1/10/2014,94.16,1,,1861
10097,20010,2/1/2014,1/13/2014,113.96,1,,1886
10107,73510,2/1/2014,1/13/2014,38.64,1,,1899
10123,20010,2/1/2014,1/14/2014,194.21,1,,1921
10135,13011,2/1/2014,1/15/2014,115.56,1,,1933
10158,11111,2/1/2014,1/16/2014,69.66,1,,1958
10181,73510,2/1/2014,1/17/2014,11.24,1,,1984
10184,47011,2/1/2014,1/17/2014,123.05,1,,1989
10207,90008,2/1/2014,1/20/2014,36.85,1,,2012
10214,80506,2/1/2014,1/21/2014,144.86,1,,2018
95495,13011,2/1/2014,1/2/2014,-21.35,1,,81607
9550,13011,2/1/2014,1/3/2014,173.88,1,,81615
10456,33520,2/1/2014,12/26/2013,1643,1,loveday,2294
10064,80506,2/1/2014,1/9/2014,5151.49,1,,1842
10076,80506,2/1/2014,1/10/2014,10.44,1,,1859
10080,80506,2/1/2014,1/10/2014,569.03,1,,1862
10095,80506,2/1/2014,1/13/2014,229.36,1,,1884
10140,80506,2/1/2014,1/15/2014,1924.74,1,,1941
10164,80506,2/1/2014,1/16/2014,1947.4,1,,1964
10166,80506,2/1/2014,1/16/2014,10048.5,1,,1967
10186,80506,2/1/2014,1/17/2014,1831.59,1,,1991
10234,90202,2/1/2014,1/22/2014,562.98,1,,2041
10265,90202,2/1/2014,1/24/2014,261.51,1,,2074
10322,52606,2/1/2014,1/29/2014,-200,3,,2136
10103,15101,2/1/2014,1/13/2014,29.1,1,,1894
10120,2501,2/1/2014,1/14/2014,14.98,1,,1915
10130,19002,2/1/2014,1/14/2014,-52.16,1,,1929
10157,16101,2/1/2014,1/16/2014,144.45,1,,1956
10177,8502,2/1/2014,1/17/2014,128.94,1,,1978
10195,37004,2/1/2014,1/16/2014,-300,3,,2000
10198,60019,2/1/2014,1/20/2014,-100,3,post credt,2003
10216,20720,2/1/2014,1/21/2014,-10347.1,3,,2020
10217,8502,2/1/2014,1/21/2014,6.69,1,,2022
10225,1006,2/1/2014,1/21/2014,-64.2,3,,2029
10226,17512,2/1/2014,1/21/2014,-721.72,3,,2031
10227,25001,2/1/2014,1/21/2014,-300,3,,2033
10228,2116,2/1/2014,1/21/2014,-15000,3,,2035
10236,39103,2/1/2014,1/22/2014,-364.01,3,,2044
10237,17702,2/1/2014,1/22/2014,-254.77,3,,2045
10238,66117,2/1/2014,1/22/2014,-1085.86,3,,2047
10243,80506,2/1/2014,1/16/2014,-10000,3,,2052
10249*,60107,2/1/2014,1/23/2014,-2110.29,3,,2058
10250,40004,2/1/2014,1/23/2014,-11034.43,3,,2060
10276,33320,2/1/2014,1/25/2014,-197.95,3,,2083
10277,17214,2/1/2014,1/25/2014,-11381.39,3,,2084
36287,15101,2/1/2014,1/24/2014,3173.57,1,,32922
95469,8502,2/1/2014,12/31/2013,103.26,1,,81570
10268,72108,2/1/2014,1/25/2014,140.18,2,,2078
10066,35024,2/1/2014,1/9/2014,127.97,1,,1844
10121,28424,2/1/2014,1/14/2014,26.78,1,,1917
10138,28424,2/1/2014,1/15/2014,56.05,1,,1937
10321,25123,2/1/2014,1/29/2014,-388.58,3,,2134
95218,28424,2/1/2014,12/11/2013,6.68,1,,81273
10071,11420,2/1/2014,1/9/2014,1777.55,1,,1851
10101,80019,2/1/2014,1/13/2014,309.36,1,,1893
10109,80019,2/1/2014,1/13/2014,465.45,1,,1902
10179,16012,2/1/2014,1/17/2014,25.2,1,,1980
10230,11420,2/1/2014,1/22/2014,152.713,1,,2039
10260,11420,2/1/2014,1/24/2014,1346.6,1,,2069
10270,16012,2/1/2014,1/25/2014,26.75,1,,2079
36282,13620,2/1/2014,1/10/2014,2536.29,1,,32916
95460,11420,2/1/2014,12/30/2013,21.29,1,,81563
95484,16012,2/1/2014,1/2/2014,219.35,1,office,81587
95499,11420,2/1/2014,1/3/2014,127.27,1,,81614
10046,40004,2/1/2014,1/8/2014,2284.45,1,culver lk,1824
10087,11411,2/1/2014,1/11/2014,9310.02,1,,1874
36283,70006,2/1/2014,1/14/2014,7324.63,1,morris,32917
10008,67503,2/1/2014,1/6/2014,1639.21,1,,1777
10309,89502,2/1/2014,1/24/2014,-115.32,1,,2122
36288,84502,2/1/2014,1/16/2014,101.52,1,,32925
*10035,84502,2/1/2014,1/7/2014,-0.15,4,,97
*10108,88501,2/1/2014,1/13/2014,-0.68,4,,98
10005,39021,2/1/2014,1/6/2014,-247.99,3,,1775
10011,73510,2/1/2014,1/6/2014,-69.83,3,,1781
10012,78006,2/1/2014,1/6/2014,-948.45,3,,1784
10017,24014,2/1/2014,1/6/2014,-150,3,,1790
10018,41520,2/1/2014,1/6/2014,-5.67,3,,1792
10019,11420,2/1/2014,1/6/2014,-1339.39,3,,1793
10020,14016,2/1/2014,1/6/2014,-175.96,3,,1795
10021,35001,2/1/2014,1/6/2014,-56.71,3,,1797
10030,8502,2/1/2014,1/7/2014,-386.86,3,,1807
10031,11620,2/1/2014,1/7/2014,-259.38,3,,1808
10032,38004,2/1/2014,1/7/2014,-71.16,3,,1809
10035,84502,2/1/2014,1/7/2014,-130,3,,1811
10042,21915,2/1/2014,1/8/2014,-1379.73,3,,1820
10043,34005,2/1/2014,1/8/2014,-457.1,3,,1822
10048,7502,2/1/2014,1/8/2014,-65.89,3,,1828
10063,95024,2/1/2014,1/9/2014,-100,3,,1840
10065,95024,2/1/2014,1/2/2014,-102,3,,1843
10067,19714,2/1/2014,1/9/2014,-4516.47,3,,1846
10068,10016,2/1/2014,1/9/2014,-397.08,3,,1848
10069,21020,2/1/2014,1/2/2014,-310,3,,1849
10077,44419,2/1/2014,1/10/2014,-361.71,3,,1860
10081,25001,2/1/2014,1/10/2014,-200,3,,1864
10082,14904,2/1/2014,1/10/2014,-72.28,3,,1866
10086,47501,2/1/2014,1/10/2014,-24.02,3,,1873
10090,4014,2/1/2014,1/11/2014,-170.34,3,,1877
10091,13008,2/1/2014,1/11/2014,-1604.5,3,,1878
10099,50023,2/1/2014,1/13/2014,-403.71,3,,1890
10108,88501,2/1/2014,1/13/2014,-655,3,,1901
10112,70524,2/1/2014,1/13/2014,-2245.93,3,,1905
10114,19002,2/1/2014,1/13/2014,-793.11,3,,1908
10115,62519,2/1/2014,1/13/2014,-47.6,3,,1910
10125,2516,2/1/2014,1/14/2014,-77.04,3,,1923
10128,87502,2/1/2014,1/14/2014,-55.38,3,,1928
10136,13011,2/1/2014,1/16/2014,-225.24,3,,1935
10137,28424,2/1/2014,1/15/2014,-39.01,3,,1936
10144,14514,2/1/2014,1/15/2014,-60.62,3,,1945
10153,17005,2/1/2014,1/16/2014,-100,3,,1952
10159,11111,2/1/2014,1/16/2014,-141.13,3,,1960
10168,25408,2/1/2014,1/16/2014,-5713.15,3,,1969
10169,25308,2/1/2014,1/16/2014,-608.16,3,,1972
10170,21811,2/1/2014,1/16/2014,-6.96,3,,1973
10188,20720,2/1/2014,1/17/2014,-1340,3,,1994
*94343,62519,2/1/2014,10/21/2013,-101.57,1,,1354
*94834,62519,2/1/2014,11/15/2013,-19.72,1,,1361
10084,40115,2/1/2014,1/10/2014,4.8,1,,1869
10092,66117,2/1/2014,1/11/2014,27.82,1,,1881
10110,10016,2/1/2014,1/13/2014,373.84,1,no. maryl,1903
10111,17214,2/1/2014,1/13/2014,29.96,1,bavarro,1904
10160,25014,2/1/2014,1/16/2014,35.62,2,65640,1961
10172,12512,2/1/2014,1/16/2014,58.58,1,,1974
10187,66117,2/1/2014,1/17/2014,162.32,1,,1993
10204,50015,2/1/2014,1/20/2014,70.31,1,,2008
10223,18514,2/1/2014,1/14/2014,605.62,1,,2027
10251,27912,2/1/2014,1/23/2014,60.81,1,,2061
13,24014,2/1/2014,1/24/2014,30,5,,5271
32,21515,2/1/2014,1/31/2014,11.06,5,,28768
95467,2116,2/1/2014,12/31/2013,63.96,1,slosberg,81569
95492,66117,2/1/2014,1/2/2014,15.75,1,,81602
95496,2116,2/1/2014,1/2/2014,41.44,1,shore,81609
*95281,62519,2/1/2014,1/13/2014,-3.33,1,no tax,1368
10002,2205,2/1/2014,1/6/2014,187.14,1,newton,1771
10003,70006,2/1/2014,1/6/2014,323.51,1,morris,1773
10014,28703,2/1/2014,1/6/2014,61.89,1,shop,1786
10015,28703,2/1/2014,1/7/2014,14.93,1,shop,1787
